ts;te;td;sa;da;sp;dp;pr;flg;ipkt;ibyt
11/01/13 07:51;01/03/13 23:49;4.294.667.638;10.1.1.10;10.1.1.150;54968;9995;UDP;......;76;37736
11/01/13 07:49;01/03/13 23:51;4.294.956.296;10.1.1.15;77.232.128.123;8080;57284;TCP;.A..S.;2;98
11/01/13 07:49;01/03/13 23:51;4.294.956.296;77.232.128.123;10.1.1.15;57284;8080;TCP;.APRS.;4;240
11/01/13 07:46;01/03/13 23:49;4.294.967.266;10.1.1.10;177.21.244.27;21549;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.266;177.21.244.27;10.1.1.10;80;21549;TCP;.A..SF;2;88
01/03/13 23:49;01/03/13 23:49;0.000;10.1.1.10;200.19.73.231;3883;12223;UDP;......;1;75
11/01/13 07:46;01/03/13 23:49;4.294.967.146;10.1.1.10;177.21.244.27;35586;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.146;177.21.244.27;10.1.1.10;80;35586;TCP;.A..SF;3;128
11/01/13 07:46;01/03/13 23:49;4.294.949.564;10.1.1.10;200.19.73.231;41182;5247;UDP;......;2;313
11/01/13 07:46;01/03/13 23:49;4.294.967.268;10.1.1.10;177.21.244.27;35386;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.268;177.21.244.27;10.1.1.10;80;35386;TCP;.A..SF;2;88
11/01/13 07:49;01/03/13 23:52;4.294.967.252;10.1.1.10;177.126.184.50;44558;443;TCP;.A..SF;3;144
11/01/13 07:49;01/03/13 23:52;4.294.967.252;177.126.184.50;10.1.1.10;443;44558;TCP;.A.RS.;2;88
01/03/13 23:49;01/03/13 23:49;0.000;10.1.1.10;200.19.73.231;16876;12223;UDP;......;1;75
11/01/13 07:46;01/03/13 23:49;4.294.967.266;10.1.1.10;177.21.244.27;43454;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.266;177.21.244.27;10.1.1.10;80;43454;TCP;.A..SF;2;88
11/01/13 07:46;01/03/13 23:49;4.294.967.267;10.1.1.10;177.21.244.27;51665;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.267;177.21.244.27;10.1.1.10;80;51665;TCP;.A..SF;2;88
11/01/13 07:46;01/03/13 23:49;4.294.967.149;10.1.1.10;69.171.239.12;21562;53;UDP;......;1;62
11/01/13 07:46;01/03/13 23:49;4.294.967.149;69.171.239.12;10.1.1.10;53;21562;UDP;......;1;153
11/01/13 07:46;01/03/13 23:49;4.294.967.149;10.1.1.10;69.171.239.11;53509;53;UDP;......;1;68
11/01/13 07:46;01/03/13 23:49;4.294.967.149;69.171.239.11;10.1.1.10;53;53509;UDP;......;1;151
11/01/13 07:46;01/03/13 23:49;4.294.963.870;10.1.1.10;173.252.73.52;60295;80;TCP;.AP.SF;6;1316
11/01/13 07:46;01/03/13 23:49;4.294.963.870;173.252.73.52;10.1.1.10;80;60295;TCP;.AP.SF;5;996
11/01/13 07:46;01/03/13 23:49;4.294.956.594;10.1.1.15;77.248.68.51;8080;52237;TCP;.A..SF;3;144
11/01/13 07:46;01/03/13 23:49;4.294.956.594;77.248.68.51;10.1.1.15;52237;8080;TCP;.AP.SF;5;280
11/01/13 07:46;01/03/13 23:49;4.294.967.267;10.1.1.10;177.21.244.27;36362;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.267;177.21.244.27;10.1.1.10;80;36362;TCP;.A..SF;3;128
11/01/13 07:46;01/03/13 23:49;4.294.958.286;10.1.1.23;200.19.73.188;57181;443;TCP;....S.;3;152
11/01/13 07:46;01/03/13 23:49;4.294.967.267;10.1.1.10;177.21.244.27;14146;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.267;177.21.244.27;10.1.1.10;80;14146;TCP;.A..SF;3;128
11/01/13 07:46;01/03/13 23:49;4.294.967.268;10.1.1.10;177.21.244.27;36529;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.268;177.21.244.27;10.1.1.10;80;36529;TCP;.A..SF;2;88
11/01/13 07:46;01/03/13 23:49;4.294.956.909;10.1.1.15;83.40.114.1;8080;63378;TCP;.A..SF;3;144
11/01/13 07:46;01/03/13 23:49;4.294.956.909;83.40.114.1;10.1.1.15;63378;8080;TCP;.AP.SF;5;280
11/01/13 07:51;01/03/13 23:49;4.294.686.617;10.1.1.10;80.79.117.14;26354;5938;TCP;.AP...;13;787
11/01/13 07:51;01/03/13 23:49;4.294.686.617;80.79.117.14;10.1.1.10;5938;26354;TCP;.AP...;8;544
11/01/13 07:46;01/03/13 23:49;4.294.967.266;10.1.1.10;177.21.244.27;32345;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.266;177.21.244.27;10.1.1.10;80;32345;TCP;.A..SF;2;88
11/01/13 07:46;01/03/13 23:49;4.294.967.267;10.1.1.10;177.21.244.27;31699;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.267;177.21.244.27;10.1.1.10;80;31699;TCP;.A..SF;2;88
11/01/13 07:46;01/03/13 23:49;4.294.967.266;10.1.1.10;177.21.244.27;46552;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.266;177.21.244.27;10.1.1.10;80;46552;TCP;.A..SF;2;88
11/01/13 07:46;01/03/13 23:49;4.294.967.150;10.1.1.10;177.21.244.27;51826;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.150;177.21.244.27;10.1.1.10;80;51826;TCP;.A..SF;2;88
11/01/13 07:46;01/03/13 23:49;4.294.967.267;10.1.1.10;177.21.244.27;58225;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.267;177.21.244.27;10.1.1.10;80;58225;TCP;.A..SF;2;88
11/01/13 07:46;01/03/13 23:49;4.294.967.267;10.1.1.10;177.21.244.27;36244;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.267;177.21.244.27;10.1.1.10;80;36244;TCP;.A..SF;2;88
11/01/13 07:51;01/03/13 23:49;4.294.696.291;10.1.1.1;10.1.1.150;1488;9995;UDP;......;44;19612
11/01/13 07:46;01/03/13 23:49;4.294.967.267;10.1.1.10;177.21.244.27;14379;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.267;177.21.244.27;10.1.1.10;80;14379;TCP;.A..SF;3;128
11/01/13 07:46;01/03/13 23:49;4.294.967.266;10.1.1.10;177.21.244.27;5159;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.266;177.21.244.27;10.1.1.10;80;5159;TCP;.A..SF;3;128
01/03/13 23:49;01/03/13 23:49;0.000;10.1.1.30;10.1.1.255;138;138;UDP;......;1;242
11/01/13 07:46;01/03/13 23:49;4.294.967.176;10.1.1.11;200.158.71.209;2336;123;UDP;......;1;76
11/01/13 07:46;01/03/13 23:49;4.294.967.176;200.158.71.209;10.1.1.11;123;2336;UDP;......;1;76
11/01/13 07:46;01/03/13 23:49;4.294.967.266;10.1.1.10;177.21.244.27;20645;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.266;177.21.244.27;10.1.1.10;80;20645;TCP;.A..SF;2;88
11/01/13 07:46;01/03/13 23:49;4.294.960.858;10.1.1.10;72.21.91.19;57845;80;TCP;.AP.SF;6;750
11/01/13 07:46;01/03/13 23:49;4.294.960.858;72.21.91.19;10.1.1.10;80;57845;TCP;.AP.SF;5;879
11/01/13 07:46;01/03/13 23:49;4.294.967.231;10.1.1.10;200.185.6.163;29764;53;UDP;......;1;64
11/01/13 07:46;01/03/13 23:49;4.294.967.231;200.185.6.163;10.1.1.10;53;29764;UDP;......;1;307
11/01/13 07:46;01/03/13 23:49;4.294.967.283;10.1.1.10;187.59.4.159;27694;53;UDP;......;1;64
11/01/13 07:46;01/03/13 23:49;4.294.967.283;187.59.4.159;10.1.1.10;53;27694;UDP;......;1;96
11/01/13 07:48;01/03/13 23:49;4.294.852.501;10.1.1.10;177.21.240.10;12722;80;TCP;.AP.SF;6;675
11/01/13 07:48;01/03/13 23:49;4.294.852.501;177.21.240.10;10.1.1.10;80;12722;TCP;.AP.SF;4;917
11/01/13 07:46;01/03/13 23:49;4.294.967.169;10.1.1.10;208.78.70.14;22903;53;UDP;......;1;69
11/01/13 07:46;01/03/13 23:49;4.294.967.169;208.78.70.14;10.1.1.10;53;22903;UDP;......;1;171
11/01/13 07:46;01/03/13 23:49;4.294.966.804;10.1.1.10;184.72.194.91;38341;80;TCP;.AP.SF;5;751
11/01/13 07:46;01/03/13 23:49;4.294.966.804;184.72.194.91;10.1.1.10;80;38341;TCP;.A..SF;4;274
11/01/13 07:46;01/03/13 23:49;4.294.967.268;10.1.1.10;177.21.244.27;61112;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.268;177.21.244.27;10.1.1.10;80;61112;TCP;.A..SF;2;88
11/01/13 07:46;01/03/13 23:49;4.294.967.294;10.1.1.10;23.44.84.42;21494;443;TCP;.A....;1;46
11/01/13 07:46;01/03/13 23:49;4.294.967.294;23.44.84.42;10.1.1.10;443;21494;TCP;.AP..F;2;117
11/01/13 07:46;01/03/13 23:49;4.294.967.265;10.1.1.10;177.21.244.27;23813;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.265;177.21.244.27;10.1.1.10;80;23813;TCP;.A..SF;3;128
11/01/13 07:46;01/03/13 23:49;4.294.967.267;10.1.1.10;177.21.244.27;47941;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.267;177.21.244.27;10.1.1.10;80;47941;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:49;4.294.956.890;10.1.1.15;187.171.168.51;8080;59271;TCP;.A..SF;4;190
11/01/13 07:47;01/03/13 23:49;4.294.956.890;187.171.168.51;10.1.1.15;59271;8080;TCP;.AP.SF;5;280
11/01/13 07:46;01/03/13 23:49;4.294.967.147;10.1.1.10;177.21.244.27;35669;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.147;177.21.244.27;10.1.1.10;80;35669;TCP;.A..SF;2;88
11/01/13 07:46;01/03/13 23:49;4.294.967.268;10.1.1.10;177.21.244.27;9018;80;TCP;.A..SF;4;186
11/01/13 07:46;01/03/13 23:49;4.294.967.268;177.21.244.27;10.1.1.10;80;9018;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:49;4.294.967.267;10.1.1.10;177.21.244.27;56068;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:49;4.294.967.267;177.21.244.27;10.1.1.10;80;56068;TCP;.A..SF;2;88
11/01/13 07:52;01/03/13 23:49;4.294.667.921;10.1.1.121;10.1.1.1;0;2048;ICMP;......;299;19136
11/01/13 07:52;01/03/13 23:49;4.294.668.921;10.1.1.1;10.1.1.121;0;0;ICMP;......;298;19072
11/01/13 07:52;01/03/13 23:49;4.294.668.967;10.1.1.10;10.1.1.1;0;2048;ICMP;......;299;19136
11/01/13 07:52;01/03/13 23:49;4.294.668.967;10.1.1.1;10.1.1.10;0;0;ICMP;......;299;19136
11/01/13 07:47;01/03/13 23:49;4.294.967.267;10.1.1.10;177.21.244.27;50471;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:49;4.294.967.267;177.21.244.27;10.1.1.10;80;50471;TCP;.A..SF;2;88
11/01/13 07:51;01/03/13 23:49;4.294.671.481;10.1.1.10;200.19.73.231;23696;5246;UDP;......;37;9091
11/01/13 07:51;01/03/13 23:49;4.294.671.481;200.19.73.231;10.1.1.10;5246;23696;UDP;......;37;4337
11/01/13 07:47;01/03/13 23:49;4.294.967.267;10.1.1.10;177.21.244.27;48166;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:49;4.294.967.267;177.21.244.27;10.1.1.10;80;48166;TCP;.A..SF;2;88
01/03/13 23:52;01/03/13 23:52;0.000;10.1.1.15;177.3.68.5;8080;51560;TCP;...R..;1;46
01/03/13 23:52;01/03/13 23:52;0.000;177.3.68.5;10.1.1.15;51560;8080;TCP;.A...F;1;40
11/01/13 07:47;01/03/13 23:49;4.294.967.265;10.1.1.10;177.21.244.27;25822;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:49;4.294.967.265;177.21.244.27;10.1.1.10;80;25822;TCP;.A..SF;3;128
11/01/13 07:50;01/03/13 23:49;4.294.750.940;10.1.1.10;187.49.33.11;43493;123;UDP;......;2;152
11/01/13 07:50;01/03/13 23:49;4.294.750.940;187.49.33.11;10.1.1.10;123;43493;UDP;......;2;152
11/01/13 07:47;01/03/13 23:49;4.294.967.275;10.1.1.10;216.239.32.10;9406;53;UDP;......;1;64
11/01/13 07:47;01/03/13 23:49;4.294.967.275;216.239.32.10;10.1.1.10;53;9406;UDP;......;1;320
11/01/13 07:47;01/03/13 23:49;4.294.967.146;10.1.1.10;177.21.244.27;54998;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:49;4.294.967.146;177.21.244.27;10.1.1.10;80;54998;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:49;4.294.967.266;10.1.1.10;177.21.244.27;20607;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:49;4.294.967.266;177.21.244.27;10.1.1.10;80;20607;TCP;.A..SF;3;128
11/01/13 07:47;01/03/13 23:50;4.294.967.268;10.1.1.10;177.21.244.27;27692;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.268;177.21.244.27;10.1.1.10;80;27692;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:50;4.294.967.276;10.1.1.1;10.1.1.11;53;28789;UDP;......;1;94
11/01/13 07:47;01/03/13 23:50;4.294.967.276;10.1.1.11;10.1.1.1;28789;53;UDP;......;1;62
11/01/13 07:47;01/03/13 23:50;4.294.967.275;10.1.1.1;10.1.1.11;53;62162;UDP;......;1;94
11/01/13 07:47;01/03/13 23:50;4.294.967.275;10.1.1.11;10.1.1.1;62162;53;UDP;......;1;62
11/01/13 07:52;01/03/13 23:50;4.294.656.400;10.1.1.10;65.54.50.169;59118;80;TCP;.AP...;18;20133
11/01/13 07:52;01/03/13 23:50;4.294.656.400;65.54.50.169;10.1.1.10;80;59118;TCP;.AP...;18;2229
11/01/13 07:52;01/03/13 23:50;4.294.667.261;10.1.1.1;10.1.1.140;57595;9995;UDP;......;49;22088
11/01/13 07:52;01/03/13 23:50;4.294.667.259;10.1.1.140;10.1.1.1;0;771;ICMP;......;43;21172
11/01/13 07:48;01/03/13 23:50;4.294.861.440;10.1.1.10;200.19.73.231;57849;5247;UDP;......;5;1201
11/01/13 07:47;01/03/13 23:50;4.294.967.266;10.1.1.10;177.21.244.27;12864;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.266;177.21.244.27;10.1.1.10;80;12864;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:50;4.294.967.266;10.1.1.10;177.21.244.27;15943;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.266;177.21.244.27;10.1.1.10;80;15943;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:50;4.294.967.140;10.1.1.10;177.21.244.27;15386;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.140;177.21.244.27;10.1.1.10;80;15386;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:50;4.294.967.266;10.1.1.10;177.21.244.27;24240;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.266;177.21.244.27;10.1.1.10;80;24240;TCP;.A..SF;3;128
11/01/13 07:47;01/03/13 23:50;4.294.967.266;10.1.1.10;177.21.244.27;47677;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.266;177.21.244.27;10.1.1.10;80;47677;TCP;.A..SF;3;128
11/01/13 07:47;01/03/13 23:50;4.294.957.247;10.1.1.15;189.26.167.140;8080;56032;TCP;.AP.SF;24;20092
11/01/13 07:47;01/03/13 23:50;4.294.957.247;189.26.167.140;10.1.1.15;56032;8080;TCP;.AP.SF;16;3857
11/01/13 07:47;01/03/13 23:50;4.294.957.202;10.1.1.15;189.26.167.140;8080;56033;TCP;.A..SF;3;150
11/01/13 07:47;01/03/13 23:50;4.294.957.202;189.26.167.140;10.1.1.15;56033;8080;TCP;.A..SF;5;224
11/01/13 07:47;01/03/13 23:50;4.294.967.267;10.1.1.10;177.21.244.27;50903;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.267;177.21.244.27;10.1.1.10;80;50903;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:50;4.294.967.276;10.1.1.10;193.108.88.194;3179;53;UDP;......;1;68
11/01/13 07:47;01/03/13 23:50;4.294.967.276;193.108.88.194;10.1.1.10;53;3179;UDP;......;1;84
11/01/13 07:47;01/03/13 23:50;4.294.966.753;10.1.1.10;23.44.84.42;47844;443;TCP;.AP.S.;8;951
11/01/13 07:47;01/03/13 23:50;4.294.966.753;23.44.84.42;10.1.1.10;443;47844;TCP;.AP.S.;9;5916
11/01/13 07:47;01/03/13 23:50;4.294.966.903;10.1.1.10;23.44.84.42;8001;443;TCP;.AP.S.;14;1195
11/01/13 07:47;01/03/13 23:50;4.294.966.903;23.44.84.42;10.1.1.10;443;8001;TCP;.AP.S.;20;24174
11/01/13 07:47;01/03/13 23:50;4.294.966.789;10.1.1.10;23.44.84.42;39948;443;TCP;.AP.S.;8;951
11/01/13 07:47;01/03/13 23:50;4.294.966.789;23.44.84.42;10.1.1.10;443;39948;TCP;.AP.S.;9;5916
11/01/13 07:47;01/03/13 23:50;4.294.967.266;10.1.1.10;177.21.244.27;40505;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.266;177.21.244.27;10.1.1.10;80;40505;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:50;4.294.967.265;10.1.1.10;177.21.244.27;2754;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.265;177.21.244.27;10.1.1.10;80;2754;TCP;.A..SF;3;128
11/01/13 07:47;01/03/13 23:50;4.294.967.138;10.1.1.10;177.21.244.27;23571;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.138;177.21.244.27;10.1.1.10;80;23571;TCP;.A..SF;3;128
11/01/13 07:47;01/03/13 23:50;4.294.967.266;10.1.1.10;177.21.244.27;35489;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.266;177.21.244.27;10.1.1.10;80;35489;TCP;.A..SF;3;128
11/01/13 07:47;01/03/13 23:50;4.294.957.635;10.1.1.15;189.26.167.140;8080;56036;TCP;.AP.SF;24;24592
11/01/13 07:47;01/03/13 23:50;4.294.957.635;189.26.167.140;10.1.1.15;56036;8080;TCP;.AP.SF;17;2292
11/01/13 07:47;01/03/13 23:50;4.294.967.267;10.1.1.10;177.21.244.27;64618;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.267;177.21.244.27;10.1.1.10;80;64618;TCP;.A..SF;3;128
11/01/13 07:52;01/03/13 23:50;4.294.654.232;10.1.1.1;10.1.1.11;0;0;ICMP;......;314;20096
11/01/13 07:52;01/03/13 23:50;4.294.655.232;10.1.1.11;10.1.1.1;0;2048;ICMP;......;313;20032
11/01/13 07:47;01/03/13 23:50;4.294.967.267;10.1.1.10;177.21.244.27;63012;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.267;177.21.244.27;10.1.1.10;80;63012;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:50;4.294.967.267;10.1.1.10;177.21.244.27;46768;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.267;177.21.244.27;10.1.1.10;80;46768;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:50;4.294.967.294;10.1.1.10;23.44.84.42;32766;443;TCP;.A....;1;46
11/01/13 07:47;01/03/13 23:50;4.294.967.294;23.44.84.42;10.1.1.10;443;32766;TCP;.AP..F;2;117
11/01/13 07:47;01/03/13 23:50;4.294.967.294;10.1.1.10;184.24.68.42;53204;443;TCP;.A....;1;46
11/01/13 07:47;01/03/13 23:50;4.294.967.294;184.24.68.42;10.1.1.10;443;53204;TCP;.AP..F;2;117
01/03/13 23:50;01/03/13 23:50;0.000;10.1.1.111;10.1.1.255;138;138;UDP;......;1;229
11/01/13 07:47;01/03/13 23:50;4.294.967.266;10.1.1.10;177.21.244.27;9099;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.266;177.21.244.27;10.1.1.10;80;9099;TCP;.A..SF;3;128
11/01/13 07:47;01/03/13 23:50;4.294.967.146;10.1.1.10;177.21.244.27;6440;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.146;177.21.244.27;10.1.1.10;80;6440;TCP;.A..SF;2;88
01/03/13 23:50;01/03/13 23:50;0.000;10.1.1.23;10.1.1.255;138;138;UDP;......;1;229
11/01/13 07:47;01/03/13 23:50;4.294.967.268;10.1.1.10;177.21.244.27;9486;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.268;177.21.244.27;10.1.1.10;80;9486;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:50;4.294.959.363;10.1.1.15;189.26.167.140;8080;56037;TCP;.AP.SF;12;9568
11/01/13 07:47;01/03/13 23:50;4.294.959.363;189.26.167.140;10.1.1.15;56037;8080;TCP;.AP.SF;10;1502
11/01/13 07:47;01/03/13 23:50;4.294.967.268;10.1.1.10;177.21.244.27;63169;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.268;177.21.244.27;10.1.1.10;80;63169;TCP;.A..SF;2;88
11/01/13 07:50;01/03/13 23:53;4.294.950.855;10.1.1.15;187.187.141.237;8080;52137;TCP;.A..S.;2;98
11/01/13 07:50;01/03/13 23:53;4.294.950.855;187.187.141.237;10.1.1.15;52137;8080;TCP;.APRS.;4;613
11/01/13 07:47;01/03/13 23:50;4.294.967.265;10.1.1.10;177.21.244.27;20876;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.265;177.21.244.27;10.1.1.10;80;20876;TCP;.A..SF;3;128
11/01/13 07:47;01/03/13 23:50;4.294.967.265;10.1.1.10;177.21.244.27;48156;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.265;177.21.244.27;10.1.1.10;80;48156;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:50;4.294.967.258;10.1.1.29;187.49.33.11;123;123;UDP;......;1;76
11/01/13 07:47;01/03/13 23:50;4.294.967.258;187.49.33.11;10.1.1.29;123;123;UDP;......;1;76
11/01/13 07:47;01/03/13 23:50;4.294.967.265;10.1.1.10;177.21.244.27;19443;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.265;177.21.244.27;10.1.1.10;80;19443;TCP;.A..SF;3;128
11/01/13 07:47;01/03/13 23:50;4.294.967.139;10.1.1.10;177.21.244.27;29768;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.139;177.21.244.27;10.1.1.10;80;29768;TCP;.A..SF;2;88
11/01/13 07:47;01/03/13 23:50;4.294.967.267;10.1.1.10;177.21.244.27;5513;80;TCP;.A..SF;4;186
11/01/13 07:47;01/03/13 23:50;4.294.967.267;177.21.244.27;10.1.1.10;80;5513;TCP;.A..SF;2;88
11/01/13 07:52;01/03/13 23:50;4.294.669.138;10.1.1.10;200.19.73.231;10546;5246;UDP;......;36;7815
11/01/13 07:52;01/03/13 23:50;4.294.669.138;200.19.73.231;10.1.1.10;5246;10546;UDP;......;36;4356
11/01/13 07:48;01/03/13 23:50;4.294.940.449;10.1.1.15;187.59.48.42;8080;56831;TCP;.AP.SF;21;17579
11/01/13 07:48;01/03/13 23:50;4.294.940.449;187.59.48.42;10.1.1.15;56831;8080;TCP;.AP.SF;15;3602
11/01/13 07:48;01/03/13 23:50;4.294.940.175;10.1.1.15;187.59.48.42;8080;56834;TCP;.AP.SF;7;2772
11/01/13 07:48;01/03/13 23:50;4.294.940.175;187.59.48.42;10.1.1.15;56834;8080;TCP;.AP.SF;7;894
11/01/13 07:48;01/03/13 23:50;4.294.951.571;10.1.1.15;187.59.48.42;8080;56835;TCP;.A..SF;3;172
11/01/13 07:48;01/03/13 23:50;4.294.951.571;187.59.48.42;10.1.1.15;56835;8080;TCP;.A..SF;5;280
